document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
De Volkskrant,verhit,verhitte,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Het Parool,700,700,"num(type=card,position=prenom)",1,1,36,22852
De Volkskrant,kalm,kalm,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Trouw,materiaalkundige,materiaalkundige,"nou-c(gender=f|m,number=sg)",1,1,66,33056
NRC,rondbanjeren,rondbanjeren,vrb(finiteness=ger|inf),1,1,76,38378
Trouw,vos,vos,nou-p(part-of-multiword=true),1,1,66,33056
Trouw,vos,vos,nou-p(number=sg),1,1,66,33056
Algemeen Dagblad,groenlinkser,groenlinkser,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,putten,putte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,36,22852
Algemeen Dagblad,koppelman,koppelman,nou-p(part-of-multiword=true),1,1,260,101023
Trouw,blazen,blaast,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
NRC,populistischrechts,populistisch-rechts,"aa(degree=pos,position=adv|pred)",1,1,76,38378
De Volkskrant,intrekken,ingetrokken,"vrb(finiteness=part,tense=past)",1,1,63,38193
NRC,troosten,troostend,"vrb(finiteness=part,tense=pres)",1,1,76,38378
NRC,voer,voer,"nou-c(gender=n,number=sg)",1,1,76,38378
NRC,hof,hof,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,passen,paste,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,63,38193
NRC,graat,graten,nou-c(number=pl),1,1,76,38378
NRC,eindigend,eindigende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
NRC,stelen,gestolen,"aa(position=prenom,degree=pos)",1,1,76,38378
Het Parool,gestapo,gestapo,nou-p(number=sg),1,1,36,22852
De Volkskrant,ontwrichten,ontwrichten,vrb(finiteness=ger|inf),1,1,63,38193
NRC,vastleggen,vastgelegd,"vrb(finiteness=part,tense=past)",1,1,76,38378
NRC,baars,baarzen,nou-c(number=pl),1,1,76,38378
Trouw,boeken,boeken,vrb(finiteness=ger|inf),1,1,66,33056
Algemeen Dagblad,alledrie,alledrie,adv(),1,1,260,101023
De Volkskrant,herzog,herzog,nou-p(part-of-multiword=true),1,1,63,38193
De Volkskrant,bepalen,bepaalden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,63,38193
De Volkskrant,vertrouwd,vertrouwde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Algemeen Dagblad,viermaal,viermaal,adv(),1,1,260,101023
Het Parool,barry,barry,nou-p(part-of-multiword=true),1,1,36,22852
Trouw,nieuw,nieuwste,"aa(degree=sup,position=prenom,formal=infl-e)",1,1,66,33056
De Volkskrant,gastheer,gastheer,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,eenzelfde,eenzelfde,"aa(degree=pos,position=prenom)",1,1,63,38193
De Volkskrant,kader,kaders,nou-c(number=pl),1,1,63,38193
NRC,loslaatsysteem,loslaatsysteem,"nou-c(gender=n,number=sg)",1,1,76,38378
Het Parool,inderdaad,inderdaad,adv(),1,1,36,22852
Trouw,divisie,divisie,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,scootmobiel,scootmobiel,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,wachttijd,wachttijden,nou-c(number=pl),1,1,260,101023
NRC,onwrikbaar,onwrikbaar,"aa(degree=pos,position=prenom)",1,1,76,38378
Trouw,uitreiken,uitgereikt,"vrb(finiteness=part,tense=past)",1,1,66,33056
Algemeen Dagblad,houses,houses,res(type=for),1,1,260,101023
Algemeen Dagblad,draagkrachtig,draagkrachtige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Algemeen Dagblad,gereedschap,gereedschap,"nou-c(gender=n,number=sg)",1,1,260,101023
Het Parool,begintijd,begintijd,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,raadsbreed,raadsbrede,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Trouw,portfolio,portfolio,"nou-c(gender=n,number=sg)",1,1,66,33056
Trouw,verkrijgen,verkrijgen,vrb(finiteness=ger|inf),1,1,66,33056
NRC,mail,mail,nou-p(number=sg),1,1,76,38378
Het Parool,nimmer,nimmer,adv(),1,1,36,22852
Trouw,londen.,londen.,nou-p(number=sg),1,1,66,33056
NRC,flexibel,flexibele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Het Parool,vier,vier,"num(type=card,position=oth|pred)",1,1,36,22852
Het Parool,oproepen,oproepen,vrb(finiteness=ger|inf),1,1,36,22852
Algemeen Dagblad,gedeeltelijk,gedeeltelijk,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Trouw,concreet,concreet,"aa(degree=pos,position=adv|pred)",1,1,66,33056
NRC,regelen,regelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,76,38378
Algemeen Dagblad,effectief,effectieve,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
NRC,roze,roze,"aa(degree=pos,position=prenom)",1,1,76,38378
NRC,teleurstelling,teleurstelling,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,binnenrijden,binnengereden,"vrb(finiteness=part,tense=past)",1,1,76,38378
NRC,invasie,invasie,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,maanlanding,maanlanding,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,landelaan,landelaan,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,profvoetballer,profvoetballer,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Trouw,bezorgen,bezorgt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
De Volkskrant,kunststuk,kunststukken,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,buitengewoon,buitengewoon,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Algemeen Dagblad,schiedam-zuid,schiedam-zuid,nou-p(number=sg),1,1,260,101023
NRC,390,390,"num(type=card,position=prenom)",1,1,76,38378
Het Parool,songfestivalact,songfestivalact,"nou-c(gender=f|m,number=sg)",1,1,36,22852
NRC,sanchez,sanchez,res(type=sym),1,1,76,38378
De Volkskrant,londinium,londinium,nou-p(number=sg),1,1,63,38193
NRC,levering,leveringen,nou-c(number=pl),1,1,76,38378
De Volkskrant,roet,roet,"nou-c(gender=n,number=sg)",1,1,63,38193
Trouw,correspondent,correspondent,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,wonderschoon,wonderschoon,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Algemeen Dagblad,rome,rome,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,bruikbaar,bruikbaar,"aa(degree=pos,position=prenom)",1,1,260,101023
Het Parool,wennen,wennen,vrb(finiteness=ger|inf),1,1,36,22852
Het Parool,ibc,ibc,nou-p(number=sg),1,1,36,22852
De Volkskrant,westkust,westkust,"nou-c(gender=f|m,number=sg)",1,1,63,38193
NRC,fall,fall,nou-p(part-of-multiword=true),1,1,76,38378
De Volkskrant,dorpje,dorpjes,nou-c(number=pl),1,1,63,38193
NRC,helder,helder,"aa(degree=pos,position=prenom)",1,1,76,38378
Algemeen Dagblad,kijkrecords,kijkrecords,res(type=sym),1,1,260,101023
De Volkskrant,oorlogsgebied,oorlogsgebieden,nou-c(number=pl),1,1,63,38193
Trouw,absurd,absurde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
Het Parool,doelgroep,doelgroep,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Trouw,motto,motto,"nou-c(gender=n,number=sg)",1,1,66,33056
NRC,advertentieruimte,advertentieruimtes,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,ondermijnen,ondermijnen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,260,101023
Algemeen Dagblad,hooi,hooi,"nou-c(gender=n,number=sg)",1,1,260,101023
Trouw,verzoek,verzoek,"nou-c(gender=n,number=sg)",1,1,66,33056
De Volkskrant,wier,wier,"pd(type=w-p,position=pron,case=gen)",1,1,63,38193
NRC,onromantisch,onromantische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
NRC,delange,delange,nou-p(number=sg),1,1,76,38378
Trouw,tom-jan,tom-jan,nou-p(number=sg),1,1,66,33056
Trouw,prive-omstandigheden,prive-omstandigheden,nou-c(number=pl),1,1,66,33056
Het Parool,sartre,sartre,nou-p(number=sg),1,1,36,22852
Algemeen Dagblad,dansmarathon,dansmarathon,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Trouw,karakter,karakter,"nou-c(gender=n,number=sg)",1,1,66,33056
De Volkskrant,aanhouden,aangehouden,"vrb(finiteness=part,tense=past)",1,1,63,38193
Trouw,tijdgeest,tijdgeest,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,piekeren,piekeren,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,geregeld,geregeld,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,bot,bot,"aa(degree=pos,position=adv|pred)",1,1,260,101023
De Volkskrant,vacant,vacant,"aa(degree=pos,position=adv|pred)",1,1,63,38193
De Volkskrant,begrijpen,begrijpen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,63,38193
Algemeen Dagblad,onthaasten,onthaasten,vrb(finiteness=ger|inf),1,1,260,101023
Het Parool,komend,komend,"aa(degree=pos,position=prenom)",1,1,36,22852
De Volkskrant,actueel,actuele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Algemeen Dagblad,rotzooi,rotzooi,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,wiskunde-idool,wiskunde-idool,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,eredivisie,eredivisie,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,consulent,consulent,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,747,747,res(type=sym),1,1,63,38193
NRC,sidse,sidse,nou-p(part-of-multiword=true),1,1,76,38378
NRC,campillo,campillo,nou-p(part-of-multiword=true),1,1,76,38378
Trouw,stappen,stapt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
De Volkskrant,opluchting,opluchting,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,garen,garen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,260,101023
Algemeen Dagblad,rotteveel,rotteveel,nou-p(number=sg),1,1,260,101023
Het Parool,doek,doek,"nou-c(gender=n,number=sg)",1,1,36,22852
Algemeen Dagblad,rotteveel,rotteveel,nou-p(part-of-multiword=true),1,1,260,101023
Trouw,diep,dieper,"aa(degree=comp,position=adv|pred)",1,1,66,33056
NRC,tv-schrijver,tv-schrijver,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,thema,thema,"nou-c(gender=n,number=sg)",1,1,63,38193
Algemeen Dagblad,krantje,krantjes,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,zithoek,zithoek,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,braaf,brave,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Algemeen Dagblad,el,ellen,nou-c(number=pl),1,1,260,101023
De Volkskrant,mouse,mouse,nou-p(part-of-multiword=true),1,1,63,38193
Algemeen Dagblad,enthousiast,enthousiaste,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Trouw,behandelen,behandelen,vrb(finiteness=ger|inf),1,1,66,33056
NRC,parkeerplaats,parkeerplaatsen,nou-c(number=pl),1,1,76,38378
Het Parool,vergeten,vergeten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,36,22852
NRC,geacteerd,geacteerde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,76,38378
Algemeen Dagblad,leggen,leggen,"nou-c(gender=n,number=sg)",1,1,260,101023
Het Parool,vergeten,vergeten,"vrb(finiteness=part,tense=past)",1,1,36,22852
De Volkskrant,proefexemplaar,proefexemplaar,"nou-c(gender=n,number=sg)",1,1,63,38193
De Volkskrant,medewerker,medewerker,"nou-c(gender=f|m,number=sg)",1,1,63,38193
NRC,rusten,gerust,"vrb(finiteness=part,tense=past)",1,1,76,38378
De Volkskrant,watch,watch,res(type=for),1,1,63,38193
Trouw,operatiekamer,operatiekamer,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,hilversum,hilversum,nou-p(number=sg),1,1,63,38193
NRC,smokkelen,smokkelen,vrb(finiteness=ger|inf),1,1,76,38378
NRC,afranseling,afranseling,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,gebied,gebieden,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,onschuld,onschuld,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,convivial,convivial,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,positief,positief,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,hashem,hashem,nou-p(part-of-multiword=true),1,1,260,101023
NRC,verbinden,verbindt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
NRC,geven,gegeven,"vrb(finiteness=part,tense=past)",1,1,76,38378
NRC,tracker,tracker,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,kijk,kijk,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Trouw,opmerkelijk,opmerkelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
De Volkskrant,afstudeervoorstelling,afstudeervoorstelling,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,uitkering,uitkering,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,pul,pul,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,langs,langs,adp(type=pre),1,1,66,33056
Trouw,langs,langs,adp(type=post),1,1,66,33056
Algemeen Dagblad,olierondje,olierondje,"nou-c(gender=n,number=sg)",1,1,260,101023
NRC,gemma,gemma,nou-p(number=sg),1,1,76,38378
De Volkskrant,zichtbaar,zichtbare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Het Parool,advies,adviezen,nou-c(number=pl),1,1,36,22852
Algemeen Dagblad,vooraanstaand,vooraanstaand,"aa(degree=pos,position=prenom)",1,1,260,101023
NRC,aanvechting,aanvechting,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,abnormaal,abnormale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,36,22852
Algemeen Dagblad,kijken,kijkend,"vrb(finiteness=part,tense=pres)",1,1,260,101023
Trouw,bespelen,bespeelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Trouw,leefomstandigheden,leefomstandigheden,nou-c(number=pl),1,1,66,33056
NRC,aanwijzing,aanwijzingen,nou-c(number=pl),1,1,76,38378
Trouw,ontwerper,ontwerper,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,politiebegeleiding,politiebegeleiding,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,nazi-kopstuk,nazi-kopstuk,"nou-c(gender=n,number=sg)",1,1,63,38193
De Volkskrant,country,country,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,planbureau,planbureau,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,atleet,atleten,nou-c(number=pl),1,1,260,101023
NRC,avrotros,avrotros,nou-p(number=sg),1,1,76,38378
De Volkskrant,veras,veras,nou-p(number=sg),1,1,63,38193
Algemeen Dagblad,luciano,luciano,nou-p(part-of-multiword=true),1,1,260,101023
Het Parool,ruyterschool,ruyterschool,nou-p(number=sg),1,1,36,22852
Algemeen Dagblad,pusic,pusic,nou-p(part-of-multiword=true),1,1,260,101023
Het Parool,laten,lieten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,36,22852
Algemeen Dagblad,slopen,slopen,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,arrangement,arrangementen,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,ivm,ivm,res(type=abbr),1,1,260,101023
Algemeen Dagblad,woordcombinatie,woordcombinaties,nou-c(number=pl),1,1,260,101023
NRC,horizon,horizon,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,minachting,minachting,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,loopje,loopjes,nou-c(number=pl),1,1,63,38193
NRC,m,m,res(type=sym),1,1,76,38378
Trouw,mail-columnist,mail-columnist,nou-p(part-of-multiword=true),1,1,66,33056
Het Parool,mens,mens,"nou-c(gender=f|m,number=sg)",1,1,36,22852
NRC,opslaan,opslaan,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,2,2,"num(type=card,position=oth|pred)",1,1,63,38193
Trouw,debat,debatten,nou-c(number=pl),1,1,66,33056
De Volkskrant,2,2,"num(type=card,position=prenom)",1,1,63,38193
De Volkskrant,beijing,beijing,nou-p(number=sg),1,1,63,38193
Het Parool,kwik,kwik,"nou-c(gender=n,number=sg)",1,1,36,22852
NRC,aanstekelijk,aanstekelijk,"aa(degree=pos,position=prenom)",1,1,76,38378
Algemeen Dagblad,dab+-radio,dab+-radio's,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,campervakantie,campervakantie,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,verblijven,verbleven,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,260,101023
De Volkskrant,bankbediende,bankbediende,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,7500,7500,"num(type=card,position=prenom)",1,1,66,33056
Algemeen Dagblad,hup,hup,int,1,1,260,101023
Algemeen Dagblad,verblijven,verbleven,"vrb(finiteness=part,tense=past)",1,1,260,101023
NRC,waarschuwen,waarschuwde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,76,38378
Algemeen Dagblad,400,400,"num(type=card,position=prenom)",1,1,260,101023
Algemeen Dagblad,puntenceremonie,puntenceremonie,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,zeepje,zeepjes,nou-c(number=pl),1,1,260,101023
Het Parool,opposites,opposites,nou-p(part-of-multiword=true),1,1,36,22852
Algemeen Dagblad,ki-polizei,ki-polizei,nou-p(number=sg),1,1,260,101023
Trouw,vinding,vindingen,nou-c(number=pl),1,1,66,33056
NRC,drukken,drukken,vrb(finiteness=ger|inf),1,1,76,38378
NRC,lourdes,lourdes,nou-p(number=sg),1,1,76,38378
NRC,vakgenoot,vakgenoot,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,slopen,slopen,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,bengaals,bengaalse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
NRC,voelen,voelen,vrb(finiteness=ger|inf),1,1,76,38378
NRC,werkwijze,werkwijze,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,verzorgen,verzorgt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
De Volkskrant,verbinden,verbindt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
NRC,voelen,voelen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,76,38378
Het Parool,herinnering,herinnering,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Trouw,bewogen,bewogen,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,66,33056
De Volkskrant,regelen,regelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,63,38193
Trouw,automatiseringssysteem,automatiseringssysteem,"nou-c(gender=n,number=sg)",1,1,66,33056
De Volkskrant,hiervan,hiervan,adv(),1,1,63,38193
NRC,wit-rusland,wit-rusland,nou-p(number=sg),1,1,76,38378
Het Parool,club,clubs,nou-c(number=pl),1,1,36,22852
Trouw,dwarsligger,dwarsliggers,nou-c(number=pl),1,1,66,33056
Algemeen Dagblad,prinsjesdag,prinsjesdag,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,pensionering,pensionering,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Trouw,dadelijk,dadelijk,"aa(degree=pos,position=adv|pred)",1,1,66,33056
Het Parool,leefbaarheid,leefbaarheid,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,jas,jas,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,broke,broke,res(type=for),1,1,66,33056
De Volkskrant,voorgesteld,voorgestelde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,63,38193
NRC,pistool,pistool,"nou-c(gender=n,number=sg)",1,1,76,38378
Trouw,einddatum,einddatum,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Trouw,ruimschoots,ruimschoots,"aa(degree=pos,position=adv|pred)",1,1,66,33056
Het Parool,krachtig,krachtig,"aa(degree=pos,position=adv|pred)",1,1,36,22852
NRC,verheffen,verheft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
De Volkskrant,digitalisering,digitalisering,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,arbeidsimmigratie,arbeidsimmigratie,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,laatst,laatst,nou-p(number=sg),1,1,63,38193
Het Parool,krachtig,krachtig,"aa(degree=pos,position=prenom)",1,1,36,22852
NRC,timmerman,timmerman,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,vriendschap,vriendschap,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,telegram,telegram,"nou-c(gender=n,number=sg)",1,1,63,38193
Het Parool,staat,staat,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Trouw,opleveren,opleveren,vrb(finiteness=ger|inf),1,1,66,33056
Trouw,achterkamertje,achterkamertje,"nou-c(gender=n,number=sg)",1,1,66,33056
De Volkskrant,champions,champions,nou-p(part-of-multiword=true),1,1,63,38193
Algemeen Dagblad,hoogbeurzige,hoogbeurzigen,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,muziekscene,muziekscene,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,ontsteken,ontstoken,"vrb(finiteness=part,tense=past)",1,1,260,101023
NRC,stranden,stranden,vrb(finiteness=ger|inf),1,1,76,38378
De Volkskrant,voltijd,voltijd,__eos__,1,1,63,38193
NRC,verdedigen,verdedigen,vrb(finiteness=ger|inf),1,1,76,38378
NRC,duizend,duizend,"num(type=card,position=prenom)",1,1,76,38378
Trouw,fabriek,fabrieken,nou-c(number=pl),1,1,66,33056
Algemeen Dagblad,barbecueafval,barbecueafval,"nou-c(gender=n,number=sg)",1,1,260,101023
De Volkskrant,levenslang,levenslang,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,tussenpost,tussenpost,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,nina,nina,nou-p(number=sg),1,1,260,101023
NRC,dichtbij,dichtbij,"aa(degree=pos,position=adv|pred)",1,1,76,38378
Algemeen Dagblad,omgekeerd,omgekeerd,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Trouw,titeltoernooi,titeltoernooi,"nou-c(gender=n,number=sg)",1,1,66,33056
Algemeen Dagblad,doorbraak,doorbraak,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,365,365,"num(type=card,position=prenom)",1,1,63,38193
Het Parool,macron,macron,nou-p(part-of-multiword=true),1,1,36,22852
Trouw,slaperig,slaperig,"aa(degree=pos,position=adv|pred)",1,1,66,33056
Het Parool,1972,1972,"num(type=card,position=oth|pred)",1,1,36,22852
Het Parool,gin,gin,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,kut,kut,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,under,under,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,lantaarnpaal,lantaarnpaal,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,verhoogd,verhoogd,"aa(position=prenom,degree=pos)",1,1,260,101023
Het Parool,opel,opel,nou-p(number=sg),1,1,36,22852
NRC,telegram,telegram,"nou-c(gender=n,number=sg)",1,1,76,38378
Het Parool,vlag,vlag,"nou-c(gender=f|m,number=sg)",1,1,36,22852
NRC,onderneming,onderneming,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,roodgekleurd,roodgekleurde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
